customer_id,email,stripe_customer_id,charge_id,idempotency_key,stage2_disposition,execution_disposition,execution_reason,refund_id,refund_http_code,post_charge_refunded,post_charge_amount_refunded
87ca3375-c69d-4844-98b0-4bd2cc471687,signup-paid-1779073352683-egot9uda@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
8f1ef34e-cd84-489d-883d-bcf25681b105,signup-paid-1779169774309-qf6xzm9s@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
9305d4a4-38c3-4dba-ab83-842c32a2e161,signup-paid-1779170001473-l9tje8hn@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
9945212b-c0d6-4370-89f5-5adec450970a,signup-paid-1779168995659-zg5zt4e9@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
aaf69144-55ca-47ca-8e97-d1af866ee8c6,signup-paid-1779368824410-6oobjc9b@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
adce70ce-de4f-490f-a5f2-5002f946351d,signup-paid-1779074639498-me930r2e@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
afcb1eab-2469-4473-9458-ebe599c59087,signup-paid-1779168966256-n7mj8g5p@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
b125d205-7481-4591-83f1-dcc63822aa5f,signup-paid-1779169103955-bwwbe2ge@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
b2c60561-f0d7-4a8a-a4bf-ae0b01fdfcfa,signup-paid-1779074757694-eref7eid@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
bc7c2b72-f3a0-48ab-bce6-9e97f2cdcc2e,signup-paid-1779169975987-kzltz3nf@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
c3c5ef36-9215-4948-b2e2-c0c9f42888a3,signup-paid-1779203337975-ap9esgd6@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
c4df8e66-f443-4023-91a2-f45fd29ddb45,signup-paid-1779221083428-74eqh18d@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
c5abda10-a045-4b1b-bc50-cdddc5ad6903,signup-paid-1779203961316-kk4ludyn@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
cf5fbc76-f3c2-4f59-9119-92d60ee18f4f,signup-paid-1779169134906-2o9081ac@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
d06edbe3-4a16-41d5-9328-74a519a9103a,signup-paid-1779203367118-xvjzg1ma@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
d6852b16-ccba-4986-aecf-feada8f65a52,signup-paid-1779204929000-7ux191d0@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
da8bd203-7ba9-4de6-88c5-a53390142b21,signup-paid-1779367928645-5aen6d3y@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
e25fdf82-66e6-4179-83a8-99c48f7e6e50,signup-paid-1779169808748-7qnj508b@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
e57a162a-7c0d-4a08-bf4a-4b877021c1fe,signup-paid-1779199077314-oc1b8870@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
e77f2323-1e2d-486b-906d-c26de35f66a8,signup-paid-1779220533307-1ktitedn@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
e91b3759-a9dc-4ea4-86e4-731712ed5a9b,signup-paid-1779367825752-l5sbh4o3@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
f1db3cc1-195d-489c-9000-ca5602beea85,signup-paid-1779367370650-3auf3yps@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
f5cabc9e-83ef-4cc8-ae4b-a880e5b4e208,signup-paid-1779366613474-09yf9d7i@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
f8ee712c-330a-4d3a-9ea7-7c60f890e615,signup-paid-1779075479930-turomnbw@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
f99e551a-524e-4ba2-acbb-e5d06b78e2f7,signup-paid-1779220669980-nx8mxfl0@e2e.griddle.test,,,,no_stripe_account,no_mutation,stage2_disposition_no_stripe_account:exact_row_has_null_stripe_customer_id,,,,
