customer_id,email,status,deleted_at,stripe_customer_id,tenant_id,deployment_id,deployment_status,provider_vm_id,hostname,flapjack_url,ip_address,created_at
0efbac45-1acb-46ab-992f-4b7edd9596c8,trust-ratchet-declined_402-20260519t020552z@test.flapjack.foo,active,,cus_UXiTN5ZVOYSg1S,,,,,,,,2026-05-19 02:06:01.598492+00
a62c0eec-2181-404a-ab06-7f2a4598dd62,trust-ratchet-requires_action_402-20260519t020552z@test.flapjack.foo,active,,cus_UXiTCMCsjgoWpD,,,,,,,,2026-05-19 02:06:15.764262+00
f97fcd48-5590-4372-93ca-4b43e68ae8c5,s70-1779169900-22009@e2e.griddle.test,active,,,,,,,,,,2026-05-19 05:51:41.057282+00
a1402368-ae2a-4408-a424-e8bdc7a76f42,billing-portal-1779170330371-nqon048g@e2e.griddle.test,active,,,,,,,,,,2026-05-19 05:58:50.434207+00
592609d7-de8a-4635-b5bf-db547714af24,billing-portal-1779170359181-nz73r70z@e2e.griddle.test,active,,,,,,,,,,2026-05-19 05:59:52.306536+00
57f634fd-b16b-4d09-82ec-0c6bc893cc2d,stage5-probe-api-staging-flapjack-foo-20260519t140549z@e2e.griddle.test,active,,,,,,,,,,2026-05-19 14:05:49.543904+00
8835829c-95a2-44e1-82d9-dbf2c5dcb267,stage5-crosscheck-20260519t140941z@e2e.griddle.test,active,,,,,,,,,,2026-05-19 14:09:41.779835+00
dc044652-c641-487e-884e-63ae7e6be788,billing-portal-1779366671368-klmsciha@e2e.griddle.test,deleted,2026-05-21 12:31:20.272121+00,cus_UYd0xmbB62NTVh,,,,,,,,2026-05-21 12:31:11.519283+00
3643f5cc-5635-4cdb-8ba4-dd0c0d659135,billing-portal-1779367124508-fvgxrir9@e2e.griddle.test,deleted,2026-05-21 12:38:53.566426+00,cus_UYd8q3cPAEaW4C,,,,,,,,2026-05-21 12:38:44.628049+00
c2009f28-3fd9-40ba-b635-a7153393ae52,billing-portal-1779367324330-lb67sfbq@e2e.griddle.test,deleted,2026-05-21 12:42:13.241464+00,cus_UYdBSbRVwv4W6A,,,,,,,,2026-05-21 12:42:04.439588+00
18c00030-38aa-4503-ae47-18f7867c06b9,billing-portal-1779367427277-9f3dw311@e2e.griddle.test,deleted,2026-05-21 12:43:56.235513+00,cus_UYdDK1lEXc9ixo,,,,,,,,2026-05-21 12:43:47.395529+00
1b7ecf3b-8dbd-4730-b8c4-fd4be7be8f2d,billing-portal-1779367882591-hgsh2sub@e2e.griddle.test,deleted,2026-05-21 12:51:31.231367+00,cus_UYdLOp2tALAlng,,,,,,,,2026-05-21 12:51:22.711991+00
42004bdc-4d09-45d4-944b-45b8935646cd,billing-portal-1779367985553-0q6yi1h1@e2e.griddle.test,deleted,2026-05-21 12:53:14.559259+00,cus_UYdMlYyOeMqv62,,,,,,,,2026-05-21 12:53:05.669292+00
66db35cf-6d41-4383-b4fb-8fed35d44623,billing-portal-1779368087188-p69wknri@e2e.griddle.test,deleted,2026-05-21 12:54:56.106282+00,cus_UYdOaCwqebT4ut,,,,,,,,2026-05-21 12:54:47.30384+00
bea84930-a621-4602-ad70-dbb26f99555b,billing-portal-1779368881590-340s4ocu@e2e.griddle.test,deleted,2026-05-21 13:08:10.313906+00,cus_UYdbgOIQCF23or,,,,,,,,2026-05-21 13:08:01.710981+00
6208615a-6a09-4693-98c2-7c203d2ed5f9,billing-portal-1779369111476-woabc9e1@e2e.griddle.test,deleted,2026-05-21 13:12:00.562089+00,cus_UYdf4AIShAulD3,,,,,,,,2026-05-21 13:11:51.597233+00
